,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl
1420,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson9.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1421,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird1.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1422,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbuilding8.png,./mask_img/grey_square.png,building,occlusion,high,mask,deletion,few large
1423,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird5.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1424,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree1.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1425,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird4.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1426,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird10.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1427,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus9.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1428,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird6.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1429,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree3.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1430,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhightree2.png,./mask_img/grey_square.png,tree,occlusion,high,mask,deletion,few large
1431,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighperson10.png,./mask_img/grey_square.png,person,occlusion,high,mask,deletion,few large
1432,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbird7.png,./mask_img/grey_square.png,bird,occlusion,high,mask,deletion,few large
1433,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbus8.png,./mask_img/grey_square.png,bus,occlusion,high,mask,deletion,few large
1434,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant8.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1435,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighfirehydrant9.png,./mask_img/grey_square.png,firehydrant,occlusion,high,mask,deletion,few large
1436,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana8.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1437,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighbanana9.png,./mask_img/grey_square.png,banana,occlusion,high,mask,deletion,few large
1438,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat9.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1439,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/high/fewlargedeletionhighcat8.png,./mask_img/grey_square.png,cat,occlusion,high,mask,deletion,few large
1440,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant4.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1441,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus7.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1442,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree5.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1443,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree4.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1444,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird1.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1445,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus6.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1446,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant5.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1447,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus4.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1448,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant7.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1449,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird3.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1450,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree6.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1451,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree7.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1452,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird2.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1453,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant6.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1454,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus5.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1455,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus1.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1456,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant2.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1457,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird6.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1458,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana9.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1459,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree3.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1460,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree2.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1461,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana8.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1462,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird7.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1463,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant3.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1464,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant1.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1465,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus2.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1466,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird5.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1467,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree1.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1468,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird4.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1469,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus3.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1470,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat7.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1471,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat6.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1472,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat4.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1473,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding8.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1474,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding9.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1475,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat5.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1476,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat1.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1477,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson9.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1478,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding10.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1479,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson8.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1480,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat2.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1481,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree10.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1482,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat3.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1483,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding2.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1484,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson6.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1485,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson7.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1486,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding3.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1487,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson5.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1488,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding1.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1489,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird10.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1490,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson4.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1491,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding4.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1492,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat8.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1493,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat10.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1494,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowcat9.png,./mask_img/grey_square.png,cat,occlusion,low,mask,deletion,few large
1495,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding5.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1496,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson1.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1497,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding7.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1498,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson3.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1499,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson2.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1500,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbuilding6.png,./mask_img/grey_square.png,building,occlusion,low,mask,deletion,few large
1501,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird9.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1502,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana6.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1503,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana7.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1504,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbird8.png,./mask_img/grey_square.png,bird,occlusion,low,mask,deletion,few large
1505,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana5.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1506,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana10.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1507,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana4.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1508,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus8.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1509,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus10.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1510,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant10.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1511,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana1.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1512,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbus9.png,./mask_img/grey_square.png,bus,occlusion,low,mask,deletion,few large
1513,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowfirehydrant8.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,deletion,few large
1514,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowbanana3.png,./mask_img/grey_square.png,banana,occlusion,low,mask,deletion,few large
1515,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree9.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
1516,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowperson10.png,./mask_img/grey_square.png,person,occlusion,low,mask,deletion,few large
1517,MSK Task/Stimulus/all_stim/occlusion/few_large/deletion/low/fewlargedeletionlowtree8.png,./mask_img/grey_square.png,tree,occlusion,low,mask,deletion,few large
