,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl
2278,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building2.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2279,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bus4.png,./mask_img/grey_square.png,bus,occlusion,low,mask,blob,many small
2280,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_firehydrant7.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,blob,many small
2281,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_firehydrant6.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,blob,many small
2282,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bus5.png,./mask_img/grey_square.png,bus,occlusion,low,mask,blob,many small
2283,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building3.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2284,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bus1.png,./mask_img/grey_square.png,bus,occlusion,low,mask,blob,many small
2285,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building7.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2286,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building10.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2287,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_firehydrant2.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,blob,many small
2288,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_firehydrant3.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,blob,many small
2289,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_firehydrant10.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,blob,many small
2290,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree10.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2291,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building6.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2292,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bus2.png,./mask_img/grey_square.png,bus,occlusion,low,mask,blob,many small
2293,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building4.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2294,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_firehydrant1.png,./mask_img/grey_square.png,firehydrant,occlusion,low,mask,blob,many small
2295,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_building5.png,./mask_img/grey_square.png,building,occlusion,low,mask,blob,many small
2296,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bus3.png,./mask_img/grey_square.png,bus,occlusion,low,mask,blob,many small
2297,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat7.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2298,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_banana8.png,./mask_img/grey_square.png,banana,occlusion,low,mask,blob,many small
2299,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird2.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2300,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree7.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2301,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree6.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2302,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird3.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2303,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_banana9.png,./mask_img/grey_square.png,banana,occlusion,low,mask,blob,many small
2304,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat6.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2305,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat4.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2306,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird1.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2307,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree4.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2308,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree5.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2309,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat5.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2310,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat1.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2311,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird4.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2312,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree1.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2313,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird5.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2314,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat2.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2315,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird7.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2316,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree2.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2317,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_tree3.png,./mask_img/grey_square.png,tree,occlusion,low,mask,blob,many small
2318,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_bird6.png,./mask_img/grey_square.png,bird,occlusion,low,mask,blob,many small
2319,MSK Task/Stimulus/all_stim/occlusion/many_small/blobs/low/manysmallbloblowmatched_cat3.png,./mask_img/grey_square.png,cat,occlusion,low,mask,blob,many small
2320,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree4.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2321,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird1.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2322,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree5.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2323,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree7.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2324,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird2.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2325,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird3.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2326,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree6.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2327,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree2.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2328,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building10.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2329,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird7.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2330,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building9.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2331,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building8.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2332,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird6.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2333,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree3.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2334,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree1.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2335,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant8.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2336,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana9.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2337,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird4.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2338,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus9.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2339,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus8.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2340,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird5.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2341,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana8.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2342,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant9.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2343,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird10.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2344,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person10.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2345,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana10.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2346,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person9.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2347,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat9.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2348,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat8.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2349,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person8.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2350,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person5.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2351,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat5.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2352,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat4.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2353,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person4.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2354,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person6.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2355,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat6.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2356,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat7.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2357,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person7.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2358,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person3.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2359,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant10.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2360,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree10.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2361,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat3.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2362,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat2.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2363,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person2.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2364,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat10.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2365,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_cat1.png,./mask_img/grey_square.png,cat,scrambling,lp_,mask,null,null
2366,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_person1.png,./mask_img/grey_square.png,person,scrambling,lp_,mask,null,null
2367,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana5.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2368,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant4.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2369,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird8.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2370,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus5.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2371,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building6.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2372,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building7.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2373,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus4.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2374,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bird9.png,./mask_img/grey_square.png,bird,scrambling,lp_,mask,null,null
2375,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant5.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2376,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana4.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2377,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant7.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2378,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana6.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2379,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus6.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2380,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building5.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2381,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building4.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2382,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus7.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2383,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana7.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2384,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant6.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2385,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant2.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2386,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana3.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2387,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus3.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2388,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus10.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2389,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building1.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2390,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus2.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2391,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana2.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2392,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant3.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2393,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree8.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2394,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_firehydrant1.png,./mask_img/grey_square.png,firehydrant,scrambling,lp_,mask,null,null
2395,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building3.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2396,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_building2.png,./mask_img/grey_square.png,building,scrambling,lp_,mask,null,null
2397,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_bus1.png,./mask_img/grey_square.png,bus,scrambling,lp_,mask,null,null
2398,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_banana1.png,./mask_img/grey_square.png,banana,scrambling,lp_,mask,null,null
2399,MSK Task/Stimulus/all_stim/scrambling/lowpass/lp_matched_tree9.png,./mask_img/grey_square.png,tree,scrambling,lp_,mask,null,null
2400,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building9.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2401,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus9.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2402,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus8.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2403,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building10.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2404,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat10.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2405,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_building8.png,./mask_img/grey_square.png,building,scrambling,hp_,mask,null,null
2406,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person10.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2407,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person8.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2408,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person9.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
2409,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant10.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2410,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana10.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2411,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bus10.png,./mask_img/grey_square.png,bus,scrambling,hp_,mask,null,null
2412,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat9.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2413,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant4.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2414,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant5.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2415,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat8.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2416,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree8.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2417,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant7.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2418,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant6.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2419,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree9.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2420,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana8.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2421,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird8.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2422,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant2.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2423,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant3.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2424,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird9.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2425,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird10.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2426,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana9.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2427,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant1.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2428,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana7.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2429,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird7.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2430,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree2.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2431,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat1.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2432,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree10.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2433,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree3.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2434,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird6.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2435,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana6.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2436,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana4.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2437,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird4.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2438,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat3.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2439,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree1.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2440,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat2.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2441,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird5.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2442,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana5.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2443,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana1.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2444,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird1.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2445,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat6.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2446,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree4.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2447,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree5.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2448,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat7.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2449,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana2.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2450,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird2.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2451,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree7.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2452,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat5.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2453,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant8.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2454,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_firehydrant9.png,./mask_img/grey_square.png,firehydrant,scrambling,hp_,mask,null,null
2455,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_cat4.png,./mask_img/grey_square.png,cat,scrambling,hp_,mask,null,null
2456,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_tree6.png,./mask_img/grey_square.png,tree,scrambling,hp_,mask,null,null
2457,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_bird3.png,./mask_img/grey_square.png,bird,scrambling,hp_,mask,null,null
2458,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_banana3.png,./mask_img/grey_square.png,banana,scrambling,hp_,mask,null,null
2459,MSK Task/Stimulus/all_stim/scrambling/highpass/hp_matched_person7.png,./mask_img/grey_square.png,person,scrambling,hp_,mask,null,null
