,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
440,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat1.png,mask_img/000000059036.png,cat,occlusion,low,mask,partial viewing,many small,0.025
441,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat10.png,mask_img/000000059046.png,cat,occlusion,low,mask,partial viewing,many small,0.025
442,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat2.png,mask_img/000000059201.png,cat,occlusion,low,mask,partial viewing,many small,0.025
443,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat3.png,mask_img/000000059442.png,cat,occlusion,low,mask,partial viewing,many small,0.025
444,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat4.png,mask_img/000000059483.png,cat,occlusion,low,mask,partial viewing,many small,0.025
445,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat5.png,mask_img/000000059660.png,cat,occlusion,low,mask,partial viewing,many small,0.025
446,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat6.png,mask_img/000000059918.png,cat,occlusion,low,mask,partial viewing,many small,0.025
447,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat7.png,mask_img/000000060158.png,cat,occlusion,low,mask,partial viewing,many small,0.025
448,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat8.png,mask_img/000000060245.png,cat,occlusion,low,mask,partial viewing,many small,0.025
449,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_cat9.png,mask_img/000000060387.png,cat,occlusion,low,mask,partial viewing,many small,0.025
450,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant1.png,mask_img/000000060464.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
451,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant10.png,mask_img/000000060529.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
452,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant2.png,mask_img/000000060548.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
453,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant3.png,mask_img/000000060572.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
454,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant4.png,mask_img/000000060610.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
455,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant5.png,mask_img/000000060623.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
456,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant6.png,mask_img/000000060647.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
457,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant7.png,mask_img/000000061084.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
458,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant8.png,mask_img/000000061512.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
459,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_firehydrant9.png,mask_img/000000061693.png,firehydrant,occlusion,low,mask,partial viewing,many small,0.025
460,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person1.png,mask_img/000000061780.png,person,occlusion,low,mask,partial viewing,many small,0.025
461,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person10.png,mask_img/000000061838.png,person,occlusion,low,mask,partial viewing,many small,0.025
462,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person2.png,mask_img/000000061867.png,person,occlusion,low,mask,partial viewing,many small,0.025
463,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person3.png,mask_img/000000062128.png,person,occlusion,low,mask,partial viewing,many small,0.025
464,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person4.png,mask_img/000000062131.png,person,occlusion,low,mask,partial viewing,many small,0.025
465,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person5.png,mask_img/000000062193.png,person,occlusion,low,mask,partial viewing,many small,0.025
466,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person6.png,mask_img/000000062337.png,person,occlusion,low,mask,partial viewing,many small,0.025
467,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person7.png,mask_img/000000062350.png,person,occlusion,low,mask,partial viewing,many small,0.025
468,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person8.png,mask_img/000000062420.png,person,occlusion,low,mask,partial viewing,many small,0.025
469,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_person9.png,mask_img/000000062427.png,person,occlusion,low,mask,partial viewing,many small,0.025
470,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree1.png,mask_img/000000062690.png,tree,occlusion,low,mask,partial viewing,many small,0.025
471,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree10.png,mask_img/000000062716.png,tree,occlusion,low,mask,partial viewing,many small,0.025
472,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree2.png,mask_img/000000062875.png,tree,occlusion,low,mask,partial viewing,many small,0.025
473,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree3.png,mask_img/000000063147.png,tree,occlusion,low,mask,partial viewing,many small,0.025
474,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree4.png,mask_img/000000063337.png,tree,occlusion,low,mask,partial viewing,many small,0.025
475,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree5.png,mask_img/000000063482.png,tree,occlusion,low,mask,partial viewing,many small,0.025
476,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree6.png,mask_img/000000063715.png,tree,occlusion,low,mask,partial viewing,many small,0.025
477,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree7.png,mask_img/000000063754.png,tree,occlusion,low,mask,partial viewing,many small,0.025
478,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree8.png,mask_img/000000063804.png,tree,occlusion,low,mask,partial viewing,many small,0.025
479,Stimulus\all_stim\occlusion\partialviewing\manysmall\low\manysmall_partialViewing_low_tree9.png,mask_img/000000063867.png,tree,occlusion,low,mask,partial viewing,many small,0.025
480,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana1.png,mask_img/000000000042.png,banana,occlusion,control,mask,partial viewing,few large,0.05
481,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana10.png,mask_img/000000000109.png,banana,occlusion,control,mask,partial viewing,few large,0.05
482,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana2.png,mask_img/000000000312.png,banana,occlusion,control,mask,partial viewing,few large,0.05
483,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana3.png,mask_img/000000000394.png,banana,occlusion,control,mask,partial viewing,few large,0.05
484,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana4.png,mask_img/000000000438.png,banana,occlusion,control,mask,partial viewing,few large,0.05
485,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana5.png,mask_img/000000000459.png,banana,occlusion,control,mask,partial viewing,few large,0.05
486,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana6.png,mask_img/000000000595.png,banana,occlusion,control,mask,partial viewing,few large,0.05
487,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana7.png,mask_img/000000000626.png,banana,occlusion,control,mask,partial viewing,few large,0.05
488,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana8.png,mask_img/000000000690.png,banana,occlusion,control,mask,partial viewing,few large,0.05
489,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_banana9.png,mask_img/000000000731.png,banana,occlusion,control,mask,partial viewing,few large,0.05
490,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird1.png,mask_img/000000000873.png,bird,occlusion,control,mask,partial viewing,few large,0.05
491,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird10.png,mask_img/000000001053.png,bird,occlusion,control,mask,partial viewing,few large,0.05
492,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird2.png,mask_img/000000001647.png,bird,occlusion,control,mask,partial viewing,few large,0.05
493,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird3.png,mask_img/000000001810.png,bird,occlusion,control,mask,partial viewing,few large,0.05
494,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird4.png,mask_img/000000001997.png,bird,occlusion,control,mask,partial viewing,few large,0.05
495,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird5.png,mask_img/000000002197.png,bird,occlusion,control,mask,partial viewing,few large,0.05
496,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird6.png,mask_img/000000002337.png,bird,occlusion,control,mask,partial viewing,few large,0.05
497,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird7.png,mask_img/000000002774.png,bird,occlusion,control,mask,partial viewing,few large,0.05
498,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird8.png,mask_img/000000002822.png,bird,occlusion,control,mask,partial viewing,few large,0.05
499,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bird9.png,mask_img/000000002892.png,bird,occlusion,control,mask,partial viewing,few large,0.05
500,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building1.png,mask_img/000000003084.png,building,occlusion,control,mask,partial viewing,few large,0.05
501,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building10.png,mask_img/000000003225.png,building,occlusion,control,mask,partial viewing,few large,0.05
502,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building2.png,mask_img/000000003483.png,building,occlusion,control,mask,partial viewing,few large,0.05
503,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building3.png,mask_img/000000003694.png,building,occlusion,control,mask,partial viewing,few large,0.05
504,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building4.png,mask_img/000000004239.png,building,occlusion,control,mask,partial viewing,few large,0.05
505,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building5.png,mask_img/000000004642.png,building,occlusion,control,mask,partial viewing,few large,0.05
506,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building6.png,mask_img/000000004739.png,building,occlusion,control,mask,partial viewing,few large,0.05
507,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building7.png,mask_img/000000004936.png,building,occlusion,control,mask,partial viewing,few large,0.05
508,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building8.png,mask_img/000000005105.png,building,occlusion,control,mask,partial viewing,few large,0.05
509,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_building9.png,mask_img/000000005131.png,building,occlusion,control,mask,partial viewing,few large,0.05
510,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus1.png,mask_img/000000005142.png,bus,occlusion,control,mask,partial viewing,few large,0.05
511,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus10.png,mask_img/000000005282.png,bus,occlusion,control,mask,partial viewing,few large,0.05
512,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus2.png,mask_img/000000005359.png,bus,occlusion,control,mask,partial viewing,few large,0.05
513,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus3.png,mask_img/000000005418.png,bus,occlusion,control,mask,partial viewing,few large,0.05
514,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus4.png,mask_img/000000005574.png,bus,occlusion,control,mask,partial viewing,few large,0.05
515,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus5.png,mask_img/000000005615.png,bus,occlusion,control,mask,partial viewing,few large,0.05
516,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus6.png,mask_img/000000005862.png,bus,occlusion,control,mask,partial viewing,few large,0.05
517,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus7.png,mask_img/000000006146.png,bus,occlusion,control,mask,partial viewing,few large,0.05
518,Stimulus\all_stim\occlusion\partialviewing\fewlarge\control\fewlarge_partialViewing_control_bus8.png,mask_img/000000006153.png,bus,occlusion,control,mask,partial viewing,few large,0.05
